pty_id,ctr_ccode,lhelc_date,lh_id,lhelc_id,lhelc_prv_id,pty_lwr_v2,pty_upr_v2,pty_abr,cmp_id
8014,ESP,2004-03-14,8009,8009,8008,NA,NA,CIU,33611
8007,ESP,2004-03-14,8009,8009,8008,NA,NA,PNV,33902
8032,ESP,2004-03-14,8009,8009,8008,NA,NA,EA,33903
8020,ESP,2004-03-14,8009,8009,8008,NA,NA,PAR,33904
8024,ESP,2004-03-14,8009,8009,8008,NA,NA,ERC,33905
8016,ESP,2004-03-14,8009,8009,8008,NA,NA,PSA.PA,33906
8033,ESP,2004-03-14,8009,8009,8008,NA,NA,CC,33907
8035,ESP,2004-03-14,8009,8009,8008,NA,NA,BNG,33908
8038,ESP,2004-03-14,8009,8009,8008,NA,NA,CHA,33909
8015,ESP,2004-03-14,8009,8009,8008,NA,NA,UN,NA
8031,ESP,2004-03-14,8009,8009,8008,NA,NA,PA,NA
8039,ESP,2004-03-14,8009,8009,8008,NA,NA,NA.BAI,NA
8999,ESP,2004-03-14,8009,8009,8008,NA,NA,Other,NA
8026,ESP,2008-03-09,8010,8010,8009,0.031545955,0.066545955,IU,33220
8002,ESP,2008-03-09,8010,8010,8009,0.422678652,0.454678652,PSOE,33320
8040,ESP,2008-03-09,8010,8010,8009,NA,NA,UPYD,33440
8022,ESP,2008-03-09,8010,8010,8009,NA,NA,CDS,33512
8030,ESP,2008-03-09,8010,8010,8009,0.354380793,0.426380793,PP,33610
8014,ESP,2008-03-09,8010,8010,8009,NA,NA,CIU,33611
8007,ESP,2008-03-09,8010,8010,8009,NA,NA,PNV,33902
8032,ESP,2008-03-09,8010,8010,8009,NA,NA,EA,33903
8020,ESP,2008-03-09,8010,8010,8009,NA,NA,PAR,33904
8024,ESP,2008-03-09,8010,8010,8009,NA,NA,ERC,33905
8041,ESP,2008-03-09,8010,8010,8009,NA,NA,CC.PNC,33907
8035,ESP,2008-03-09,8010,8010,8009,NA,NA,BNG,33908
8038,ESP,2008-03-09,8010,8010,8009,NA,NA,CHA,33909
8039,ESP,2008-03-09,8010,8010,8009,NA,NA,NA.BAI,NA
8999,ESP,2008-03-09,8010,8010,8009,NA,NA,Other,NA
8047,ESP,2011-11-20,8011,8011,8010,NA,NA,GBAI,33091
8043,ESP,2011-11-20,8011,8011,8010,NA,NA,AMAIUR,33092
8045,ESP,2011-11-20,8011,8011,8010,NA,NA,COMPROMIS.Q,33093
8026,ESP,2011-11-20,8011,8011,8010,NA,NA,IU,33220
8042,ESP,2011-11-20,8011,8011,8010,NA,NA,IU.LV,33220
8002,ESP,2011-11-20,8011,8011,8010,NA,NA,PSOE,33320
8040,ESP,2011-11-20,8011,8011,8010,NA,NA,UPYD,33440
8030,ESP,2011-11-20,8011,8011,8010,NA,NA,PP,33610
8014,ESP,2011-11-20,8011,8011,8010,NA,NA,CIU,33611
8046,ESP,2011-11-20,8011,8011,8010,NA,NA,FAC,33612
8007,ESP,2011-11-20,8011,8011,8010,NA,NA,PNV,33902
8024,ESP,2011-11-20,8011,8011,8010,NA,NA,ERC,33905
8044,ESP,2011-11-20,8011,8011,8010,NA,NA,CC.NC.PNC,33907
8035,ESP,2011-11-20,8011,8011,8010,NA,NA,BNG,33908
8031,ESP,2011-11-20,8011,8011,8010,NA,NA,PA,NA
8999,ESP,2011-11-20,8011,8011,8010,NA,NA,Other,NA
9020,FIN,1983-03-21,9013,9012,9011,NA,NA,SKDL,14221
9002,FIN,1983-03-21,9013,9012,9011,0,0.135490028,VAS,14223
9001,FIN,1983-03-21,9013,9012,9011,0.262735295,0.325735295,SDP,14320
9008,FIN,1983-03-21,9013,9012,9011,0.013470204,0.186470204,KD,14520
9003,FIN,1983-03-21,9013,9012,9011,0.217069121,0.275069121,KOK,14620
9004,FIN,1983-03-21,9013,9012,9011,0.034389201,0.182389201,KESK,14810
9007,FIN,1983-03-21,9013,9012,9011,0.026489067,0.186489067,PS,14820
9005,FIN,1983-03-21,9013,9012,9011,0.003081546,0.157081546,SFP,14901
9999,FIN,1983-03-21,9013,9012,9011,NA,NA,Other,NA
9012,FIN,1987-03-16,9014,9013,9012,0.02644411,0.20544411,VIHR,14110
9020,FIN,1987-03-16,9014,9013,9012,NA,NA,SKDL,14221
9013,FIN,1987-03-16,9014,9013,9012,0.028374854,0.173374854,DEVA,14222
9002,FIN,1987-03-16,9014,9013,9012,0.029029186,0.218029186,VAS,14223
9001,FIN,1987-03-16,9014,9013,9012,0.230943824,0.260943824,SDP,14320
9006,FIN,1987-03-16,9014,9013,9012,0,0.032687331,LKP,14420
9008,FIN,1987-03-16,9014,9013,9012,0,0.482873728,KD,14520
9003,FIN,1987-03-16,9014,9013,9012,0.195332462,0.243332462,KOK,14620
9004,FIN,1987-03-16,9014,9013,9012,0.034247252,0.194247252,KESK,14810
9007,FIN,1987-03-16,9014,9013,9012,0.032482111,0.179482111,PS,14820
9005,FIN,1987-03-16,9014,9013,9012,0.004912203,0.147912203,SFP,14901
9999,FIN,1987-03-16,9014,9013,9012,NA,NA,Other,NA
9012,FIN,1991-03-17,9015,9014,9013,0.032432954,0.153432954,VIHR,14110
9013,FIN,1991-03-17,9015,9014,9013,NA,NA,DEVA,14222
9002,FIN,1991-03-17,9015,9014,9013,0.027993675,0.180993675,VAS,14223
9001,FIN,1991-03-17,9015,9014,9013,0.19299843,0.23999843,SDP,14320
9006,FIN,1991-03-17,9015,9014,9013,0,1,LKP,14420
9008,FIN,1991-03-17,9015,9014,9013,0,0.200625,KD,14520
9003,FIN,1991-03-17,9015,9014,9013,0.030794746,0.219794746,KOK,14620
9004,FIN,1991-03-17,9015,9014,9013,0.232656607,0.270656607,KESK,14810
9007,FIN,1991-03-17,9015,9014,9013,0.023705907,0.170705907,PS,14820
9005,FIN,1991-03-17,9015,9014,9013,0.008645102,0.154645102,SFP,14901
9014,FIN,1991-03-17,9015,9014,9013,NA,NA,EKO,NA
9999,FIN,1991-03-17,9015,9014,9013,NA,NA,Other,NA
9012,FIN,1995-03-19,9016,9015,9014,0.031386677,0.172386677,VIHR,14110
9002,FIN,1995-03-19,9016,9015,9014,0.023951944,0.166951944,VAS,14223
9001,FIN,1995-03-19,9016,9015,9014,0.274621741,0.433621741,SDP,14320
9006,FIN,1995-03-19,9016,9015,9014,0,0.009856589,LKP,14420
9015,FIN,1995-03-19,9016,9015,9014,0,0.936179194,NOUR,14430
9008,FIN,1995-03-19,9016,9015,9014,0,0.163723359,KD,14520
9003,FIN,1995-03-19,9016,9015,9014,0.169509876,0.221509876,KOK,14620
9004,FIN,1995-03-19,9016,9015,9014,0.142639115,0.209639115,KESK,14810
9007,FIN,1995-03-19,9016,9015,9014,0,1,PS,14820
9005,FIN,1995-03-19,9016,9015,9014,NA,NA,SFP,14901
9014,FIN,1995-03-19,9016,9015,9014,0,0.131833144,EKO,NA
9999,FIN,1995-03-19,9016,9015,9014,NA,NA,Other,NA
9012,FIN,1999-03-21,9017,9016,9015,0.028953652,0.153953652,VIHR,14110
9002,FIN,1999-03-21,9017,9016,9015,0.019208074,0.193208074,VAS,14223
9001,FIN,1999-03-21,9017,9016,9015,0.221503759,0.241503759,SDP,14320
9006,FIN,1999-03-21,9017,9016,9015,0,0.020944722,LKP,14420
9015,FIN,1999-03-21,9017,9016,9015,0,0.017515127,NOUR,14430
9008,FIN,1999-03-21,9017,9016,9015,0,0.146872924,KD,14520
9003,FIN,1999-03-21,9017,9016,9015,0.206109401,0.225109401,KOK,14620
9004,FIN,1999-03-21,9017,9016,9015,0.209871846,0.231871846,KESK,14810
9007,FIN,1999-03-21,9017,9016,9015,0.001899585,0.292899585,PS,14820
9005,FIN,1999-03-21,9017,9016,9015,NA,NA,SFP,14901
9014,FIN,1999-03-21,9017,9016,9015,0,0.004885699,EKO,NA
9016,FIN,1999-03-21,9017,9016,9015,0,1,REM,NA
9999,FIN,1999-03-21,9017,9016,9015,NA,NA,Other,NA
9012,FIN,2003-03-16,9018,9017,9016,0.031415639,0.158415639,VIHR,14110
9002,FIN,2003-03-16,9018,9017,9016,0.047691163,0.183691163,VAS,14223
9001,FIN,2003-03-16,9018,9017,9016,0.219754299,0.250754299,SDP,14320
9006,FIN,2003-03-16,9018,9017,9016,NA,NA,LKP,14420
9008,FIN,2003-03-16,9018,9017,9016,0.028590403,0.157590403,KD,14520
9003,FIN,2003-03-16,9018,9017,9016,0.0162893,0.2162893,KOK,14620
9004,FIN,2003-03-16,9018,9017,9016,0.241972919,0.276972919,KESK,14810
9007,FIN,2003-03-16,9018,9017,9016,0,0.41676055,PS,14820
9005,FIN,2003-03-16,9018,9017,9016,0.001337802,0.213337802,SFP,14901
9014,FIN,2003-03-16,9018,9017,9016,NA,NA,EKO,NA
9016,FIN,2003-03-16,9018,9017,9016,NA,NA,REM,NA
9999,FIN,2003-03-16,9018,9017,9016,NA,NA,Other,NA
9012,FIN,2007-03-18,9019,9018,9017,0.030935951,0.163935951,VIHR,14110
9002,FIN,2007-03-18,9019,9018,9017,0.024510863,0.192510863,VAS,14223
9001,FIN,2007-03-18,9019,9018,9017,0.033282377,0.221282377,SDP,14320
9006,FIN,2007-03-18,9019,9018,9017,NA,NA,LKP,14420
9008,FIN,2007-03-18,9019,9018,9017,0.022835753,0.167835753,KD,14520
9003,FIN,2007-03-18,9019,9018,9017,0.20948761,0.22648761,KOK,14620
9004,FIN,2007-03-18,9019,9018,9017,0.229033414,0.258033414,KESK,14810
9007,FIN,2007-03-18,9019,9018,9017,0.023671462,0.181671462,PS,14820
9005,FIN,2007-03-18,9019,9018,9017,0.00383945,0.17983945,SFP,14901
9999,FIN,2007-03-18,9019,9018,9017,NA,NA,Other,NA
9012,FIN,2011-04-17,9020,9019,9018,0.036778099,0.174778099,VIHR,14110
9002,FIN,2011-04-17,9020,9019,9018,0.025609235,0.183609235,VAS,14223
9001,FIN,2011-04-17,9020,9019,9018,0.165719004,0.198719004,SDP,14320
9008,FIN,2011-04-17,9020,9019,9018,0.017440509,0.145440509,KD,14520
9003,FIN,2011-04-17,9020,9019,9018,0.196549024,0.276549024,KOK,14620
9004,FIN,2011-04-17,9020,9019,9018,0.037161572,0.173161572,KESK,14810
9007,FIN,2011-04-17,9020,9019,9018,0.1752127,0.2102127,PS,14820
9005,FIN,2011-04-17,9020,9019,9018,0.006943694,0.138943694,SFP,14901
9999,FIN,2011-04-17,9020,9019,9018,NA,NA,Other,NA
10005,GBR,1974-02-28,10009,10009,10008,0.373640111,0.373640111,LAB,51320
10004,GBR,1974-02-28,10009,10009,10008,0.171649111,0.201649111,LP,51420
10001,GBR,1974-02-28,10009,10009,10008,0.378479601,0.378479601,CON,51620
10017,GBR,1974-02-28,10009,10009,10008,NA,NA,UU,51621
10016,GBR,1974-02-28,10009,10009,10008,0.003451615,0.025451615,PC,51901
10014,GBR,1974-02-28,10009,10009,10008,0.014208837,0.033208837,SNP,51902
10013,GBR,1974-02-28,10009,10009,10008,NA,NA,DUP,51903
10006,GBR,1974-02-28,10009,10009,10008,0,0.008041595,COM,NA
10015,GBR,1974-02-28,10009,10009,10008,NA,NA,Unity,NA
10018,GBR,1974-02-28,10009,10009,10008,NA,NA,VUPP,NA
10019,GBR,1974-02-28,10009,10009,10008,NA,NA,SDLP,NA
10997,GBR,1974-02-28,10009,10009,10008,NA,NA,NA,NA
10998,GBR,1974-02-28,10009,10009,10008,NA,NA,Otherw,NA
10999,GBR,1974-02-28,10009,10009,10008,NA,NA,Other,NA
10005,GBR,1974-10-10,10010,10010,10009,0.390254148,1,LAB,51320
10004,GBR,1974-10-10,10010,10010,10009,0.132103828,0.194103828,LP,51420
10001,GBR,1974-10-10,10010,10010,10009,0.240784325,0.359784325,CON,51620
10017,GBR,1974-10-10,10010,10010,10009,NA,NA,UU,51621
10016,GBR,1974-10-10,10010,10010,10009,0.001537157,0.416537157,PC,51901
10014,GBR,1974-10-10,10010,10010,10009,0.016706601,0.122706601,SNP,51902
10013,GBR,1974-10-10,10010,10010,10009,NA,NA,DUP,51903
10006,GBR,1974-10-10,10010,10010,10009,0,0.011595797,COM,NA
10015,GBR,1974-10-10,10010,10010,10009,NA,NA,Unity,NA
10018,GBR,1974-10-10,10010,10010,10009,NA,NA,VUPP,NA
10019,GBR,1974-10-10,10010,10010,10009,NA,NA,SDLP,NA
10997,GBR,1974-10-10,10010,10010,10009,NA,NA,NA,NA
10998,GBR,1974-10-10,10010,10010,10009,NA,NA,Otherw,NA
10999,GBR,1974-10-10,10010,10010,10009,NA,NA,Other,NA
10005,GBR,1979-05-03,10011,10011,10010,0.201808204,0.384808204,LAB,51320
10004,GBR,1979-05-03,10011,10011,10010,0.09624824,1,LP,51420
10001,GBR,1979-05-03,10011,10011,10010,0.426790244,1,CON,51620
10017,GBR,1979-05-03,10011,10011,10010,NA,NA,UU,51621
10016,GBR,1979-05-03,10011,10011,10010,0.002227401,0.030227401,PC,51901
10014,GBR,1979-05-03,10011,10011,10010,0.014082997,0.429082997,SNP,51902
10013,GBR,1979-05-03,10011,10011,10010,NA,NA,DUP,51903
10006,GBR,1979-05-03,10011,10011,10010,0,0.005537674,COM,NA
10019,GBR,1979-05-03,10011,10011,10010,NA,NA,SDLP,NA
10020,GBR,1979-05-03,10011,10011,10010,NA,NA,UUUP,NA
10997,GBR,1979-05-03,10011,10011,10010,NA,NA,NA,NA
10998,GBR,1979-05-03,10011,10011,10010,NA,NA,Otherw,NA
10999,GBR,1979-05-03,10011,10011,10010,NA,NA,Other,NA
10011,GBR,1983-06-09,10012,10012,10011,0.002339567,0.254339567,SF,51210
10005,GBR,1983-06-09,10012,10012,10011,0.134446499,0.330446499,LAB,51320
10021,GBR,1983-06-09,10012,10012,10011,0.104291255,0.931291255,SDP,51330
10004,GBR,1983-06-09,10012,10012,10011,0.108171172,0.758171172,LP,51420
10001,GBR,1983-06-09,10012,10012,10011,0.386053724,1,CON,51620
10017,GBR,1983-06-09,10012,10012,10011,0.001451311,0.101451311,UU,51621
10016,GBR,1983-06-09,10012,10012,10011,0.002073926,0.388073926,PC,51901
10014,GBR,1983-06-09,10012,10012,10011,0.008792854,0.391792854,SNP,51902
10013,GBR,1983-06-09,10012,10012,10011,0.002966029,0.090966029,DUP,51903
10006,GBR,1983-06-09,10012,10012,10011,NA,NA,COM,NA
10019,GBR,1983-06-09,10012,10012,10011,0.003454403,0.121454403,SDLP,NA
10022,GBR,1983-06-09,10012,10012,10011,NA,NA,UPUP,NA
10997,GBR,1983-06-09,10012,10012,10011,NA,NA,NA,NA
10999,GBR,1983-06-09,10012,10012,10011,NA,NA,Other,NA
10011,GBR,1987-06-11,10013,10013,10012,0.001483987,0.162483987,SF,51210
10005,GBR,1987-06-11,10013,10013,10012,0.139562802,0.348562802,LAB,51320
10021,GBR,1987-06-11,10013,10013,10012,0.09110479,0.74010479,SDP,51330
10004,GBR,1987-06-11,10013,10013,10012,0.087955102,0.969955102,LP,51420
10001,GBR,1987-06-11,10013,10013,10012,0.393798119,1,CON,51620
10017,GBR,1987-06-11,10013,10013,10012,0,0.126469024,UU,51621
10016,GBR,1987-06-11,10013,10013,10012,0.000796727,0.139796727,PC,51901
10014,GBR,1987-06-11,10013,10013,10012,0.008768778,0.258768778,SNP,51902
10013,GBR,1987-06-11,10013,10013,10012,NA,NA,DUP,51903
10006,GBR,1987-06-11,10013,10013,10012,NA,NA,COM,NA
10019,GBR,1987-06-11,10013,10013,10012,0.002045727,0.105045727,SDLP,NA
10022,GBR,1987-06-11,10013,10013,10012,NA,NA,UPUP,NA
10997,GBR,1987-06-11,10013,10013,10012,NA,NA,NA,NA
10999,GBR,1987-06-11,10013,10013,10012,NA,NA,Other,NA
10011,GBR,1992-04-09,10014,10014,10013,NA,NA,SF,51210
10005,GBR,1992-04-09,10014,10014,10013,0.151701477,0.352701477,LAB,51320
10023,GBR,1992-04-09,10014,10014,10013,0.113949355,1,LD,51421
10001,GBR,1992-04-09,10014,10014,10013,0.41245594,1,CON,51620
10017,GBR,1992-04-09,10014,10014,10013,NA,NA,UU,51621
10016,GBR,1992-04-09,10014,10014,10013,0.001653038,0.270653038,PC,51901
10014,GBR,1992-04-09,10014,10014,10013,0.015984736,0.038984736,SNP,51902
10013,GBR,1992-04-09,10014,10014,10013,NA,NA,DUP,51903
10006,GBR,1992-04-09,10014,10014,10013,NA,NA,COM,NA
10019,GBR,1992-04-09,10014,10014,10013,NA,NA,SDLP,NA
10022,GBR,1992-04-09,10014,10014,10013,NA,NA,UPUP,NA
10997,GBR,1992-04-09,10014,10014,10013,NA,NA,NA,NA
10999,GBR,1992-04-09,10014,10014,10013,NA,NA,Other,NA
10011,GBR,1997-05-01,10015,10015,10014,NA,NA,SF,51210
10005,GBR,1997-05-01,10015,10015,10014,0.369160334,1,LAB,51320
10021,GBR,1997-05-01,10015,10015,10014,NA,NA,SDP,51330
10023,GBR,1997-05-01,10015,10015,10014,0.109510429,0.283510429,LD,51421
10001,GBR,1997-05-01,10015,10015,10014,0.22077199,0.35377199,CON,51620
10017,GBR,1997-05-01,10015,10015,10014,NA,NA,UU,51621
10016,GBR,1997-05-01,10015,10015,10014,0.001144487,0.446144487,PC,51901
10014,GBR,1997-05-01,10015,10015,10014,0.015855747,0.107855747,SNP,51902
10013,GBR,1997-05-01,10015,10015,10014,NA,NA,DUP,51903
10019,GBR,1997-05-01,10015,10015,10014,NA,NA,SDLP,NA
10024,GBR,1997-05-01,10015,10015,10014,NA,NA,UKUP,NA
10025,GBR,1997-05-01,10015,10015,10014,NA,NA,Green,NA
10026,GBR,1997-05-01,10015,10015,10014,NA,NA,APNI,NA
10997,GBR,1997-05-01,10015,10015,10014,NA,NA,NA,NA
10998,GBR,1997-05-01,10015,10015,10014,NA,NA,Otherw,NA
10999,GBR,1997-05-01,10015,10015,10014,NA,NA,Other,NA
10011,GBR,2001-06-07,10016,10016,10015,NA,NA,SF,51210
10005,GBR,2001-06-07,10016,10016,10015,0.349328281,1,LAB,51320
10023,GBR,2001-06-07,10016,10016,10015,0.120647156,0.284647156,LD,51421
10001,GBR,2001-06-07,10016,10016,10015,0.2329419,0.3599419,CON,51620
10017,GBR,2001-06-07,10016,10016,10015,NA,NA,UU,51621
10016,GBR,2001-06-07,10016,10016,10015,0.004429045,0.130429045,PC,51901
10014,GBR,2001-06-07,10016,10016,10015,0.013608642,0.299608642,SNP,51902
10013,GBR,2001-06-07,10016,10016,10015,NA,NA,DUP,51903
10019,GBR,2001-06-07,10016,10016,10015,NA,NA,SDLP,NA
10024,GBR,2001-06-07,10016,10016,10015,NA,NA,UKUP,NA
10025,GBR,2001-06-07,10016,10016,10015,NA,NA,Green,NA
10026,GBR,2001-06-07,10016,10016,10015,NA,NA,APNI,NA
10997,GBR,2001-06-07,10016,10016,10015,NA,NA,NA,NA
10998,GBR,2001-06-07,10016,10016,10015,NA,NA,Otherw,NA
10999,GBR,2001-06-07,10016,10016,10015,NA,NA,Other,NA
10011,GBR,2005-05-05,10017,10017,10016,NA,NA,SF,51210
10005,GBR,2005-05-05,10017,10017,10016,0.332416726,1,LAB,51320
10023,GBR,2005-05-05,10017,10017,10016,0.15447081,0.25647081,LD,51421
10001,GBR,2005-05-05,10017,10017,10016,0.221587372,0.341587372,CON,51620
10017,GBR,2005-05-05,10017,10017,10016,NA,NA,UU,51621
10016,GBR,2005-05-05,10017,10017,10016,0.003440059,0.252440059,PC,51901
10014,GBR,2005-05-05,10017,10017,10016,0.009185622,0.261185622,SNP,51902
10013,GBR,2005-05-05,10017,10017,10016,NA,NA,DUP,51903
10019,GBR,2005-05-05,10017,10017,10016,NA,NA,SDLP,NA
10025,GBR,2005-05-05,10017,10017,10016,NA,NA,Green,NA
10026,GBR,2005-05-05,10017,10017,10016,NA,NA,APNI,NA
10997,GBR,2005-05-05,10017,10017,10016,NA,NA,NA,NA
10998,GBR,2005-05-05,10017,10017,10016,NA,NA,Otherw,NA
10999,GBR,2005-05-05,10017,10017,10016,NA,NA,Other,NA
10011,GBR,2010-05-06,10018,10018,10017,NA,NA,SF,51210
10005,GBR,2010-05-06,10018,10018,10017,0.273902715,0.298902715,LAB,51320
10021,GBR,2010-05-06,10018,10018,10017,NA,NA,SDP,51330
10023,GBR,2010-05-06,10018,10018,10017,0.19127281,0.45927281,LD,51421
10001,GBR,2010-05-06,10018,10018,10017,0.35631289,0.37131289,CON,51620
10016,GBR,2010-05-06,10018,10018,10017,0.003571147,0.045571147,PC,51901
10014,GBR,2010-05-06,10018,10018,10017,0.012551891,0.036551891,SNP,51902
10013,GBR,2010-05-06,10018,10018,10017,NA,NA,DUP,51903
10019,GBR,2010-05-06,10018,10018,10017,NA,NA,SDLP,NA
10025,GBR,2010-05-06,10018,10018,10017,NA,NA,Green,NA
10026,GBR,2010-05-06,10018,10018,10017,NA,NA,APNI,NA
10997,GBR,2010-05-06,10018,10018,10017,NA,NA,NA,NA
10998,GBR,2010-05-06,10018,10018,10017,NA,NA,Otherw,NA
10999,GBR,2010-05-06,10018,10018,10017,NA,NA,Other,NA
15025,NLD,1971-03-28,15008,15008,15007,0.00236468,0.13736468,PPR,22310
15022,NLD,1971-03-28,15008,15008,15007,0.23300159,0.37200159,PvdA,22320
15020,NLD,1971-03-28,15008,15008,15007,0,0.099745125,D66,22330
15014,NLD,1971-03-28,15008,15008,15007,0.098418475,0.222418475,VVD,22420
15033,NLD,1971-03-28,15008,15008,15007,0.104411769,0.224411769,KVP,22522
15001,NLD,1971-03-28,15008,15008,15007,0.004897622,0.105897622,ARP,22523
15016,NLD,1971-03-28,15008,15008,15007,0,0.111289139,DS70,22524
15002,NLD,1971-03-28,15008,15008,15007,0,0.103158741,CHU,22525
15004,NLD,1971-03-28,15008,15008,15007,0.018452645,0.044452645,SGP,22952
15005,NLD,1971-03-28,15008,15008,15007,NA,NA,GPV,NA
15015,NLD,1971-03-28,15008,15008,15007,2.50E-05,0.157024979,BP,NA
15017,NLD,1971-03-28,15008,15008,15007,0.01313494,0.02513494,NMP,NA
15023,NLD,1971-03-28,15008,15008,15007,0.010017964,0.088017964,CPN,NA
15024,NLD,1971-03-28,15008,15008,15007,NA,NA,PSP,NA
15999,NLD,1971-03-28,15008,15008,15007,NA,NA,Other,NA
15025,NLD,1972-11-29,15009,15009,15008,0.007988483,0.132988483,PPR,22310
15022,NLD,1972-11-29,15009,15009,15008,0.212389464,0.344389464,PvdA,22320
15020,NLD,1972-11-29,15009,15009,15008,0,0.22552639,D66,22330
15014,NLD,1972-11-29,15009,15009,15008,0.097491276,0.228491276,VVD,22420
15033,NLD,1972-11-29,15009,15009,15008,0.106547614,0.219547614,KVP,22522
15001,NLD,1972-11-29,15009,15009,15008,0,0.142396676,ARP,22523
15016,NLD,1972-11-29,15009,15009,15008,0,0.162210731,DS70,22524
15002,NLD,1972-11-29,15009,15009,15008,0.000938983,0.138938983,CHU,22525
15004,NLD,1972-11-29,15009,15009,15008,0.015060185,0.061060185,SGP,22952
15005,NLD,1972-11-29,15009,15009,15008,0.014748878,0.040748878,GPV,NA
15009,NLD,1972-11-29,15009,15009,15008,NA,NA,RKPN,NA
15015,NLD,1972-11-29,15009,15009,15008,0.006372211,0.099372211,BP,NA
15017,NLD,1972-11-29,15009,15009,15008,NA,NA,NMP,NA
15023,NLD,1972-11-29,15009,15009,15008,0.002684337,0.123684337,CPN,NA
15024,NLD,1972-11-29,15009,15009,15008,0,0.928047515,PSP,NA
15999,NLD,1972-11-29,15009,15009,15008,NA,NA,Other,NA
15028,NLD,1977-05-25,15010,15010,15009,NA,NA,SP,22220
15025,NLD,1977-05-25,15010,15010,15009,0.011941161,0.022941161,PPR,22310
15022,NLD,1977-05-25,15010,15010,15009,0.276293371,0.354293371,PvdA,22320
15020,NLD,1977-05-25,15010,15010,15009,0,0.086393376,D66,22330
15014,NLD,1977-05-25,15010,15010,15009,0.164461244,0.347461244,VVD,22420
15003,NLD,1977-05-25,15010,15010,15009,0.303874937,0.376874937,CDA,22521
15016,NLD,1977-05-25,15010,15010,15009,NA,NA,DS70,22524
15004,NLD,1977-05-25,15010,15010,15009,0.010281349,0.042281349,SGP,22952
15005,NLD,1977-05-25,15010,15010,15009,NA,NA,GPV,NA
15006,NLD,1977-05-25,15010,15010,15009,NA,NA,RPF,NA
15009,NLD,1977-05-25,15010,15010,15009,NA,NA,RKPN,NA
15015,NLD,1977-05-25,15010,15010,15009,NA,NA,BP,NA
15017,NLD,1977-05-25,15010,15010,15009,NA,NA,NMP,NA
15023,NLD,1977-05-25,15010,15010,15009,0,0.047250264,CPN,NA
15024,NLD,1977-05-25,15010,15010,15009,NA,NA,PSP,NA
15999,NLD,1977-05-25,15010,15010,15009,NA,NA,Other,NA
15028,NLD,1981-05-26,15011,15011,15010,NA,NA,SP,22220
15025,NLD,1981-05-26,15011,15011,15010,0.011679656,0.087679656,PPR,22310
15022,NLD,1981-05-26,15011,15011,15010,0.27483565,0.30083565,PvdA,22320
15020,NLD,1981-05-26,15011,15011,15010,0,0.198572933,D66,22330
15014,NLD,1981-05-26,15011,15011,15010,0.022198326,0.179198326,VVD,22420
15003,NLD,1981-05-26,15011,15011,15010,0.292138969,0.313138969,CDA,22521
15016,NLD,1981-05-26,15011,15011,15010,NA,NA,DS70,22524
15004,NLD,1981-05-26,15011,15011,15010,0.002711526,0.194711526,SGP,22952
15005,NLD,1981-05-26,15011,15011,15010,NA,NA,GPV,NA
15006,NLD,1981-05-26,15011,15011,15010,0.00546769,0.10846769,RPF,NA
15018,NLD,1981-05-26,15011,15011,15010,NA,NA,CP,NA
15023,NLD,1981-05-26,15011,15011,15010,0.013512063,0.082512063,CPN,NA
15024,NLD,1981-05-26,15011,15011,15010,0.010218257,0.117218257,PSP,NA
15026,NLD,1981-05-26,15011,15011,15010,NA,NA,EVP,NA
15999,NLD,1981-05-26,15011,15011,15010,NA,NA,Other,NA
15028,NLD,1982-09-08,15012,15012,15011,NA,NA,SP,22220
15025,NLD,1982-09-08,15012,15012,15011,0.014565985,0.024565985,PPR,22310
15022,NLD,1982-09-08,15012,15012,15011,0.251953395,0.344953395,PvdA,22320
15020,NLD,1982-09-08,15012,15012,15011,0,1,D66,22330
15014,NLD,1982-09-08,15012,15012,15011,0.152772696,0.339772696,VVD,22420
15003,NLD,1982-09-08,15012,15012,15011,0.246867091,0.361867091,CDA,22521
15004,NLD,1982-09-08,15012,15012,15011,0.013017264,0.039017264,SGP,22952
15005,NLD,1982-09-08,15012,15012,15011,NA,NA,GPV,NA
15006,NLD,1982-09-08,15012,15012,15011,0,0.122083441,RPF,NA
15018,NLD,1982-09-08,15012,15012,15011,NA,NA,CP,NA
15023,NLD,1982-09-08,15012,15012,15011,0,0.392938774,CPN,NA
15024,NLD,1982-09-08,15012,15012,15011,NA,NA,PSP,NA
15026,NLD,1982-09-08,15012,15012,15011,NA,NA,EVP,NA
15999,NLD,1982-09-08,15012,15012,15011,NA,NA,Other,NA
15028,NLD,1986-05-21,15013,15013,15012,NA,NA,SP,22220
15025,NLD,1986-05-21,15013,15013,15012,NA,NA,PPR,22310
15022,NLD,1986-05-21,15013,15013,15012,0.306272483,0.377272483,PvdA,22320
15020,NLD,1986-05-21,15013,15013,15012,0.013350305,0.098350305,D66,22330
15014,NLD,1986-05-21,15013,15013,15012,0.132399019,0.362399019,VVD,22420
15003,NLD,1986-05-21,15013,15013,15012,0.297107979,0.382107979,CDA,22521
15004,NLD,1986-05-21,15013,15013,15012,0.011424953,0.034424953,SGP,22952
15005,NLD,1986-05-21,15013,15013,15012,NA,NA,GPV,NA
15006,NLD,1986-05-21,15013,15013,15012,NA,NA,RPF,NA
15018,NLD,1986-05-21,15013,15013,15012,NA,NA,CP,NA
15019,NLD,1986-05-21,15013,15013,15012,NA,NA,CD,NA
